Blog	mathematics	religious	slide	yellow	thursday	reboot	updating	hundreds	son	cars	exploit	constraints	prove	economics	viewer	wave	representation	largest	axis	balance	girls	certification	profit	heart	mike	brand	builds	colleague	assigned	docs	accurate	neat	ultimately	scheduled	teach	fresh	mistake	rock	classic	dll	aspect	consulting	accessed	martin	destination	wired	explanation	lighting	mysql	recognize	fight	coverage	strings	malicious	purposes	legal	worst	lessons	fundamental	score	grab	vmware	mother	sports	eat	timeout	composition	increasingly	samsung	gadgets	managing	sum	explore	hence	gaming	ac	ex	criteria	announcement	dual	delay	highlights	besides	adjust	behaviour	feet	edu	screenshot	encourage	metadata	tcp	dc	flexible	famous	folders	breaking	usr	gold	src	generating	partners	mistakes	exam	europe	wild	tricks	hash	regardless	jump	speaker	relational	describes	town	sh	japan	hackers	collaborative	rotate	localhost	advantages	chat	meetings	appreciate	bluetooth	tells	planet	blur	usability	defense	firm	hell	vm	statistical	humans	partition	exercise	parties	massive	discover	administrator	centre	innovative	grant	limits	demonstrated	century	anonymous	supply	rails	nasa	vertical	bike	experiences	suppose	rates	everybody	raw	tim	refresh	publish	locations	keynote	repeat	discussions	registry	gnome	presenting	flat	technically	colleagues	brief	trends	contribute	crazy	pure	airport	underlying	argue	bright	doc	dos	chris	rafael	chinese	trivial	linear	somewhat	crowd	transition	shortcut	father	somebody	notebook	mount	zone	recorded	neither	planned	experienced	boss	revenue	computation	implementations	invoked	github	ray	stands	attended	widget	spectrum	retrieve	born	absolutely	congress	moves	providers	inc	affect	shopping	infected	toolbar	latter	smartphone	association	slower	vice	units	automation	statements	sidi	optimization	merge	switched	dangerous	annoying	suddenly	leader	hat	hasn	gadget	pressed	parents	entities	exposure	grand	wow	netbeans	intellectual	conclusion	vulnerability	ball	delivery	francisco	wizard	iso	titled	pen	rs	geek	millions	cat	blame	slowly	vehicle	highlight	continued	puts	fusion	skype	tabs	parsing	rise	conversion	whom	boost	buffer	edges	germany	fantastic	workflow	researcher	mainstream	clever	fear	container	strength	meanwhile	connectivity	funding	visualization	curve	scroll	listener	frameworks	boxes	remaining	upcoming	bind	essential	undo	dump	sold	roles	spaces	interpreter	throughout	browse	fake	comfortable	annual	ease	involves	continues	fortunately	newer	verify	beat	debate	brush	translate	fewer	recovery	safety	operate	approaches	granted	formats	bc	naturally	himself	aside	philosophy	la	pl	usa	suggestions	selecting	validation	assuming	explains	narocad	transparent	upper	highlighted	efficiency	brother	queue	battle	bindings	collections	immediate	codes	trial	trees	appeared	retrieved	largely	comparing	routing	connecting	ideal	heat	circuit	availability	tries	podcast	horizontal	dialogue	mozilla	scan	diagram	sorts	simpler	directions	mission	pt	pi	poster	cio	overview	corresponding	prepared	achieved	factory	switches	ports	compilation	init	declare	influence	intelligent	chip	situations	imho	studies	executable	obama	pointing	temporary	kb	dropped	publishers	screens	introduce	typed	camp	anyways	removing	fedora	washington	architect	richard	invalid	odd	cameras	xbox	candidate	lens	pin	hint	dave	downloading	lang	matrix	blackberry	additionally	laptops	filtering	thinks	surprisingly	concern	logs	admit	reverse	sec	season	combine	blogger	signed	declarative	foreground	executive	generator	limitations	analyst	causes	definitions	sides	owner	established	hacker	glad	cold	bet	luck	im	participants	tmp	medium	qt	schools	factors	ends	award	bean	widely	baby	posterous	uri	discipline	reliable	impressive	flag	threats	organized	compatibility	faith	def	viruses	beer	sharp	everywhere	nation	enabling	safari	arbitrary	handler	ssh	scientist	cc	blogged	pros	agent	alternatives	styles	extent	subjects	physics	demonstrates	represented
Coffee, bits and bikes - My projects in the world of electronics, computers, bicycles and coffee dr	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	4	0	1	0	0	2	1	0	1	0	2	2	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	4	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	2	1	0	0	1	3	1	0	1	1	0	2	0	0	0	0	0	0	6	0	0	2	6	0	1	1	0	0	0	6	1	1	0	2	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	2	0	2	0	0	0	6	1	1	0	1	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	2	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	1	2	7	1	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	1	2	1	5	13	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	4	3	2	0	0	1	0	1	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	2	1	0	0	0	2	0	0	0	0	1	2	0	0	1	3	3	1	0	0	5	0	0	1	1	0	0	1	1	1	0	0	0	0	2	1	1	4	0	2	1	0	0	0	4	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0
Andrejus Baranovskis Blog - Blog about Oracle technology	1	0	1	1	1	1	1	1	2	0	0	1	1	0	6	0	1	1	5	0	0	0	8	0	0	0	3	1	4	0	1	0	0	1	1	1	1	1	0	0	1	2	1	0	2	2	3	0	0	2	1	0	1	0	1	0	1	1	1	0	0	2	0	0	0	8	1	0	0	0	1	1	2	0	0	2	0	1	1	2	2	1	1	1	2	0	0	1	0	4	0	1	1	1	1	1	0	1	1	1	1	0	0	4	1	2	3	1	1	2	3	3	1	4	4	2	0	0	4	1	1	0	0	0	1	0	1	1	0	0	0	1	3	0	1	1	1	0	1	1	0	1	3	1	1	0	2	1	0	0	0	0	2	1	0	0	1	0	2	1	8	1	1	7	1	0	1	0	1	1	1	1	2	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	3	1	1	1	1	0	0	1	4	0	0	1	2	0	0	1	0	1	0	1	1	0	1	1	0	4	0	0	1	1	1	3	1	1	0	1	1	2	1	1	2	1	0	0	0	3	0	5	0	1	0	0	0	1	14	1	4	1	5	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	2	1	0	2	2	1	0	0	1	1	1	0	0	1	0	3	1	0	1	0	1	0	4	1	2	8	1	1	3	1	8	0	0	10	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	1	2	16	1	1	1	0	9	1	1	1	1	1	1	2	0	0	2	1	0	0	1	0	1	2	1	0	1	1	0	2	0	2	3	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	1	2	0	0	6	1	5	1	1	0	1	0	2	3	0	1	2	1	1	0	1	2	1	1	0	1	0	1	2	0	1	0	0	0	4	0	0	1	0	1	4	0	0	3	0	1	1	0	0	1	1	0	8	0	1	0	1	1	0	0	1	1	1	1	2	0	1	3	0	1	2	1	1	1	1	1	0	1	0	0	1	1	18	0	0	0	4	0	1	1	5	0	1	1	0	0	0	0	0	1	0	2	1	0	1	0	0	0	1	1	0	1	1	0	0	0	4	1
Information Security Thoughts - Allen Baranov - A blog dedicated to thoughts about Information Secu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Randy Rice's Software Testing & Quality Blog - Dedicated to thoughts about software testing, QA, an	0	0	2	0	1	0	1	1	2	1	1	0	1	1	0	0	0	1	0	1	0	10	1	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	2	1	4	4	0	1	1	0	1	1	1	0	1	2	1	1	7	1	2	1	0	2	2	1	0	0	0	0	0	1	1	4	1	0	0	0	3	1	0	1	1	1	2	0	1	1	0	1	0	0	0	2	1	1	1	0	25	0	0	0	4	1	3	1	1	0	2	1	3	0	1	0	0	0	1	0	0	0	1	1	2	1	0	2	0	0	4	2	1	1	1	2	1	0	1	0	1	2	1	0	1	0	1	1	3	1	2	0	0	0	1	2	1	2	1	0	2	0	1	1	3	1	1	0	1	3	1	2	0	0	2	1	2	0	1	0	0	1	0	1	1	0	0	1	0	1	2	1	1	2	1	2	1	1	1	1	1	1	2	0	0	1	0	0	0	1	3	0	1	0	1	0	1	0	1	2	0	4	0	0	1	1	1	0	1	0	3	0	0	2	0	0	1	0	1	2	0	0	0	0	0	2	1	1	1	0	2	1	1	1	1	2	0	0	1	0	0	0	1	3	1	0	1	1	1	0	0	1	0	0	1	2	1	1	0	0	1	1	1	1	0	0	2	2	1	1	0	1	0	3	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	4	1	1	1	1	1	1	0	0	1	3	1	0	1	1	5	0	6	1	2	0	0	1	1	1	0	0	2	1	1	2	1	2	0	0	0	1	1	1	0	0	0	1	1	6	0	3	1	1	1	1	1	1	1	1	1	1	1	4	0	0	0	1	1	1	0	1	1	0	0	0	3	0	0	1	1	1	0	0	1	0	0	1	0	0	2	0	1	1	2	0	1	0	1	1	0	2	0	1	0	1	0	3	16	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	4	1	1	7	1	1	0	1	0	0	1	0	1	2	1	3	1	1	2	0	1	0	1	0	0	1	0	1	0	1	2	1	2	3	1	0	0	0	2	2	1	2	1	1	1	2	0	0	0	1	1	1	1	0	1	0	0	0	2	1	3	1	1	1	1	0	0	1	0
Techno Files - A Technophile's technobabble, including: computer software and hardware, cellphones,	0	0	1	2	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	2	0	0	1	2	0	1	0	1	0	0	1	1	2	1	1	0	0	0	0	1	1	2	1	1	1	2	0	0	2	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	2	0	1	0	1	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	4	1	0	1	0	1	0	1	0	0	0	0	0	1	7	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	2	1	0	0	1	1	0	1	0	1	2	1	1	0	2	4	1	0	0	1	0	0	1	1	1	1	0	0	4	1	1	1	1	1	1	1	0	0	0	0	0	4	2	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	4	0	1	1	1	0	0	0	0	1	1	2	0	1	0	2	2	1	1	0	1	0	1	1	0	0	1	0	0	1	1	1	3	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	2	0	0	1	0	1	2	1	0	2	0	0	0	3	3	1	1	0	0	4	0	2	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	2	0	0	4	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	2	0	1	0	0	0	1	0	4	1	0	1	0	1	0	0	0	13	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	6	0	2	0	1	1	1	0	1	2	0	0	0	0	1	0	0	1	0	1	0	0	2	0	2	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	2	0	0	1	1	0	0	1	0	3	2	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0
Andrew Eckford: The Blog - Not a real doctor since 2004.	1	0	0	1	3	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	4	1	1	4	0	1	0	1	0	0	1	1	0	1	0	3	0	0	1	1	1	0	1	1	1	1	0	2	3	0	0	1	0	4	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	3	1	1	0	0	0	0	1	1	0	0	0	0	3	0	1	0	3	0	1	1	1	4	1	1	1	0	1	1	3	0	0	3	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	4	1	1	1	0	2	1	0	0	0	0	3	1	1	1	1	0	2	0	2	5	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0	4	1	1	0	0	0	0	0	1	0	0	9	1	1	2	0	0	1	1	0	0	0	0	0	3	0	2	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	2	0	1	0	1	0	1	1	1	0	0	1	0	8	1	0	0	3	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	3	1	2	0	0	0	0	0	2	0	3	1	0	0	1	0	3	0	0	1	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	4	1	4	0	2	1	0	2	1	1	0	0	1	0	2	1	2	0	3	0	0	0	1	0	3	0	0	1	0	0	0	16	0	0	0	0	2	1	2	1	2	1	2	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	1	1	2	0	0	1	0	0	0	0	1	0	1	1	0	4	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	7	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	2	1	0	3	0	1	0	1	0	1	1	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	2	0	1
NIKON GLASS	0	0	0	0	1	0	3	0	2	1	0	0	3	0	0	4	1	1	2	1	0	0	0	0	0	2	0	0	2	0	5	1	1	0	0	0	1	3	0	0	0	0	1	0	0	6	2	36	0	1	0	4	0	0	1	0	2	0	0	0	3	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	4	1	0	1	15	11	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	4	9	0	0	3	0	5	0	0	5	0	0	1	3	0	1	0	2	0	0	0	0	1	3	3	2	0	4	1	0	2	0	0	0	3	0	0	2	1	2	2	1	1	17	0	0	1	0	0	3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	15	0	0	0	0	1	0	0	0	2	0	0	0	0	0	8	3	4	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	1	0	0	12	4	0	0	0	3	1	16	0	5	0	0	0	0	0	5	1	1	2	0	0	1	0	1	0	0	66	0	3	0	0	2	0	2	1	0	0	76	0	0	0	0	0	0	1	1	1	4	1	1	0	0	0	0	1	1	0	1	3	16	0	2	8	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	4	0	4	0	4	0	1	1	4	0	1	0	0	2	5	0	2	0	0	0	1	0	0	1	1	0	0	80	0	2	1	0	1	1	0	0	1	0	2	6	0	1	0	0	2	0	1	0	3	0	0	3	0	1	1	1	1	0	4	0	3	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	2	5	4	1	0	0	0	1	1	2	11	0	0	0	0	2	0	0	3	0	0	2	0	0	0	5	0	0	0	0	0	0	36	0	0	385	4	1	0	4	0	13	0	0	0	0	3	4	4	0	1	13	26	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	3	1	1	0	1	1	0	0	0	4	13	0	0	0	2	0	0	0	0	30	0	0	1	2	0	0	0	0	0	0	3	0	0	1	1	21	0	0	0
The Pragmatic Geographer - Politics, Geography, Conservation.  Whatever I feel like talking about, 	1	0	0	0	0	0	2	1	0	0	0	1	1	1	1	6	0	1	0	1	0	1	1	3	2	0	0	0	0	1	1	1	2	3	2	1	1	0	2	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	2	3	0	0	0	0	2	1	0	1	0	1	4	0	0	2	1	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	1	1	1	0	0	0	2	0	2	7	0	1	1	1	1	1	1	1	1	3	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	2	2	0	2	0	0	0	2	3	1	1	0	0	0	1	1	1	2	1	2	1	0	1	1	1	1	1	1	0	0	1	2	2	3	0	0	0	0	2	1	0	2	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	2	0	1	0	0	0	1	1	1	1	0	1	0	0	2	0	0	1	0	2	0	0	0	2	1	0	0	0	1	2	1	1	2	1	3	0	0	1	0	0	1	1	0	2	1	0	0	1	0	1	2	0	0	0	0	0	0	0	1	1	0	1	1	0	0	3	0	1	1	1	0	0	1	1	1	0	1	1	0	2	0	1	0	1	0	0	0	0	0	1	1	3	0	0	2	0	0	0	1	1	0	1	0	1	1	1	1	1	2	0	3	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	2	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	2	1	1	1	2	0	1	2	0	0	1	0	0	0	2	1	0	0	2	0	0	2	0	2	2	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	1	0	1	0	1	0	9	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	4	1	0	1	2	1	0	0	4	0	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	2	1	0	10	1	2	1	1	1	2	0	3	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	3	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	1
Resetter Printer - Printer software for reset blink error codes canon epson hp	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Antipasto Hardware Blog - Hacking, Engineering, and Tech at Liquidware	2	1	2	2	1	1	1	1	0	1	1	1	2	6	1	1	1	2	1	1	1	0	8	1	3	1	1	0	1	1	1	1	1	0	3	1	1	1	1	0	2	1	2	1	4	3	1	2	2	2	1	0	3	0	1	1	1	1	1	8	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	9	1	1	1	1	3	1	1	1	0	0	3	1	1	6	1	1	3	1	2	0	1	0	1	1	2	1	1	2	1	0	4	1	6	1	1	2	0	0	0	1	1	1	2	1	4	0	1	1	1	1	0	3	1	4	1	1	2	1	0	0	1	1	3	0	1	2	9	19	1	3	1	1	1	1	1	1	1	2	1	1	0	1	2	0	0	1	3	2	0	1	4	4	1	1	1	1	1	1	6	0	2	0	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	3	1	0	0	2	1	1	0	1	2	1	2	1	0	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	0	2	1	0	0	1	1	1	1	1	1	2	1	2	1	2	1	0	18	1	0	9	1	0	1	0	1	0	1	1	1	2	1	1	1	0	1	1	0	0	1	0	0	1	1	1	2	1	1	2	1	0	4	3	0	0	3	2	1	1	3	1	1	0	0	2	1	3	0	1	1	2	1	3	1	1	3	1	2	1	1	1	2	1	1	2	1	1	4	1	1	2	0	1	2	1	2	1	1	1	1	2	1	2	0	1	1	1	0	1	1	0	1	1	0	2	2	20	1	0	0	1	1	2	1	0	0	1	1	1	2	1	1	6	2	1	0	1	0	0	1	1	1	1	1	1	4	1	0	0	1	1	1	1	1	1	3	0	1	0	1	0	3	1	1	0	0	5	1	1	1	2	0	1	2	1	1	2	1	0	2	2	1	0	1	3	0	0	0	8	1	1	3	0	1	1	1	1	0	3	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	2	1	1	0	1	1	0	4	4	1	0	0	1	1	1	1	1	1	1	0	2	1	0	0	1	1	2	1	1	1	1	1	0	1	1	1	2	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
My life with Android :-)	0	1	1	1	0	0	1	0	0	2	2	1	1	0	0	2	2	1	7	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	3	3	0	0	1	0	1	5	1	1	1	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	1	2	0	1	1	1	0	1	3	0	0	0	1	0	0	1	1	0	1	0	3	0	1	0	0	0	2	3	1	1	0	1	1	1	2	0	1	6	0	1	0	2	0	0	0	3	1	1	0	0	0	17	0	0	0	1	0	1	0	2	0	0	0	5	1	0	2	0	0	1	0	1	2	0	0	1	0	0	2	0	2	0	0	1	5	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	3	1	1	0	0	0	0	2	1	3	3	0	3	0	0	3	0	0	0	1	2	0	1	0	0	1	1	9	0	0	0	0	2	0	2	0	1	0	1	17	0	0	0	0	0	2	1	0	2	0	1	1	2	0	4	5	2	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	2	0	0	0	1	0	8	0	0	0	0	1	1	1	1	1	1	0	0	2	0	1	0	0	0	0	0	2	0	0	1	1	0	0	1	4	1	0	1	0	1	2	3	2	0	0	4	0	0	2	0	0	1	1	0	0	1	1	0	1	2	2	3	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	2	1	0	3	3	2	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	2	2	0	3	0	2	3	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	3	1	0	1	1	3	1	3	1	0	1	1	1	0	1	0	1	8	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	11	12	1	1	0	2	1	1	0	2	1	3	2	0	0	1	1	0	1	0	0	3	0	2	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	4	1	0	15	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	12	0	0	0	2	0	0	1	4	0	0	0	2	1
